1378189897,160000.000000000000,0.100000000000
1378224414,150000.000000000000,0.200000000000
1378254765,180000.000000000000,2.940000000000
1378271222,180000.000000000000,0.500000000000
1378343798,150000.000000000000,0.100000000000
1378367663,150000.000000000000,0.537000000000
1378380529,150000.000000000000,0.463000000000
1378381752,160000.000000000000,0.300000000000
1378441918,145000.000000000000,0.200000000000
1378514669,145000.000000000000,0.100000000000
1378514709,140000.000000000000,0.100000000000
1378552766,140000.000000000000,0.200000000000
1378613808,141000.000000000000,0.400000000000
1378627740,160000.000000000000,0.200000000000
1378647310,146000.000000000000,0.200000000000
